pol_id;cand_wp19;cand_titel;cand_firstname;cand_praefix;cand_lastname;cand_birth_year;cand_sex;cand_party;cand_fed_state;cand_ll_rank;cand_wk;wp_19_direct_result;cand_website;cand_blog;cand_facebook;cand_twitter;cand_instagram;cand_youtube;cand_googleplus;cand_other_links;wp_18;wp_18_exc;wp_19;wp_19_exc;fb_identifier;fb_type;fb_sample
1;0;;Jan;;van Aken;;1;DIE LINKE;Hamburg;;;;;;;;;;;;1;0;0;;726699177370143;page;1
2;1;;Stephan;;Albani;1968;1;CDU;Niedersachsen;6;27;;;;StephanAlbaniMdB;;;;;;1;0;1;0;StephanAlbaniMdB;page;1
3;1;;Katrin;;Albsteiger;;2;CSU;Bayern;29;;;;;;;;;;;1;0;0;;158046757668882;page;1
4;0;;Agnes;;Alpers;;2;DIE LINKE;Bremen;;;;;;;;;;;;1;1;0;;;no fb;0
5;1;;Peter;;Altmaier;1958;1;CDU;Saarland;1;297;38,00%;;;peter.altmaier;;;;;;1;0;1;0;peter.altmaier;page;1
6;1;;Luise;;Amtsberg;1984;2;GRÜNE;Schleswig-Holstein;1;5;;http://www.luise-amtsberg.de;;LuiseAmtsberg;;http://instagram.com/amtsbergluise;;;;1;0;1;0;LuiseAmtsberg;page;1
7;1;;Kerstin;;Andreae;1968;2;GRÜNE;Baden-Württemberg;1;281;;http://www.kerstin-andreae.de;;kerstin.andreae;https://twitter.com/KerstinAndreae;;;;;1;0;1;0;kerstin.andreae;page;1
8;1;;Niels;;Annen;1973;1;SPD;Hamburg;4;20;31,60%;http://www.nielsannen.de;;nielsannen;https://twitter.com/NielsAnnen;https://www.instagram.com/nielsannen/;;;;1;0;1;0;nielsannen;page;1
9;1;;Ingrid;;Arndt-Brauer;1961;2;SPD;Nordrhein-Westfalen;14;124;;;;;;;;;;1;0;1;0;;no fb;0
10;0;;Rainer;;Arnold;;1;SPD;Baden-Württemberg;;;;;;;;;;;;1;0;0;;99011323726;page;1
11;1;;Artur;;Auernhammer;1963;1;CSU;Bayern;38;241;44,30%;http://artur-auernhammer.de;;AuernhammerMdB;;;;;;1;0;1;0;AuernhammerMdB;page;1
12;1;;Heike;;Baehrens;1955;2;SPD;Baden-Württemberg;13;263;;;;baehrensmdb;;;;;;1;0;1;0;baehrensmdb;page;1
13;1;;Annalena;;Baerbock;1980;2;GRÜNE;Brandenburg;1;61;;http://www.annalena-baerbock.de;;abaerbock;https://twitter.com/abaerbock;;;;;1;0;1;0;abaerbock;page;1
14;1;;Ulrike;;Bahr;1964;2;SPD;Bayern;4;252;;;;;;;;;;1;0;1;0;488276387901037;page;1
15;1;;Bettina;;Bähr-Losse;;2;SPD;Nordrhein-Westfalen;42;98;;;;;;;;;;1;0;0;;245720595861963;page;1
16;1;;Dorothee;;Bär;1978;2;CSU;Bayern;3;248;51,10%;;;;;;;;;1;0;1;0;84588674291;page;1
17;0;;Heinz-Joachim;;Barchmann;;1;SPD;Niedersachsen;;;;;;;;;;;;1;0;0;;;no fb;0
18;1;;Thomas;;Bareiß;1975;1;CDU;Baden-Württemberg;;295;45,00%;;;;;;;;;1;0;1;0;152284468263590;page;1
19;1;Dr.;Katarina;;Barley;1968;2;SPD;Rheinland-Pfalz;3;203;;http://www.katarina-barley.de;;katarina.barley;;;;;;1;0;1;0;katarina.barley;page;1
20;1;;Doris;;Barnett;1953;2;SPD;Rheinland-Pfalz;5;207;;https://doris-barnett.de/;;barnett.spd;;;;;;1;0;1;0;barnett.spd;page;1
21;0;;Hans-Peter;;Bartels;;1;SPD;Schleswig-Holstein;;;;;;;;;;;;1;1;0;;;no fb;0
22;0;;Klaus;;Barthel;;1;SPD;Bayern;;;;;;;;;;;;1;0;0;;477034515645912;page;1
23;1;;Norbert;;Barthle;1952;1;CDU;Baden-Württemberg;;269;41,20%;;;;;;;;;1;0;1;0;432933006819508;page;1
24;1;Dr.;Matthias;;Bartke;1959;1;SPD;Hamburg;6;19;28,90%;http://www.matthias-bartke.de;;mbartke;https://twitter.com/matthiasbartke;;;;;1;0;1;0;mbartke;page;1
25;1;;Sören;;Bartol;1974;1;SPD;Hessen;5;171;35,70%;;;soerenbartol;;;;;;1;0;1;0;soerenbartol;page;1
26;1;Dr.;Dietmar Gerhard;;Bartsch;1958;1;DIE LINKE;Mecklenburg-Vorpommern;1;14;;;;;;;;;;1;0;1;0;135751919841485;page;1
27;1;;Bärbel;;Bas;1968;2;SPD;Nordrhein-Westfalen;32;115;38,30%;http://www.baerbelbas.de;;baerbel.bas;https://twitter.com/baerbelbas;https://www.instagram.com/baerbelbas/;https://www.youtube.com/user/baerbelbas/videos;;;1;0;1;0;baerbel.bas;page;1
28;0;;Sabine;;Bätzing-Lichtenthäler;;2;SPD;Rheinland-Pfalz;;;;;;;;;;;;1;1;0;;386107208164422;page;1
29;0;;Günter;;Baumann;;1;CDU;Sachsen;;;;;;;;;;;;1;0;0;;;no fb;0
30;0;;Marieluise;;Beck;;2;GRÜNE;Bremen;;;;;;;;;;;;1;0;0;;441587712561025;page;1
31;0;;Volker;;Beck;;1;GRÜNE;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;46819172697;page;1
32;0;;Dirk;;Becker;;1;SPD;Nordrhein-Westfalen;;;;;;;;;;;;1;1;0;;;no fb;0
33;0;;Uwe;;Beckmeyer;;1;SPD;Bremen;;;;;;;;;;;;1;0;0;;;no fb;0
34;1;;Maik;;Beermann;1981;1;CDU;Niedersachsen;26;40;40,60%;;;;;;;;;1;0;1;0;377947178928550;page;1
35;1;;Herbert;;Behrens;;1;DIE LINKE;Niedersachsen;;34;;http://www.herbert-behrens.de;;herbertbehrensLINKE;;;;;;1;0;0;;herbertbehrensLINKE;private;0
36;1;;Manfred;;Behrens;1956;1;CDU;Sachsen-Anhalt;5;67;37,80%;;;manfred.behrens.5;;;;;;1;0;1;0;manfred.behrens.5;private;0
37;1;;Veronika;;Bellmann;1960;2;CDU;Sachsen;7;161;32,40%;;;;;;;;;1;0;1;0;304300113046740;private;0
38;1;;Sybille;;Benning;1961;2;CDU;Nordrhein-Westfalen;28;129;37,20%;;;;;;;;;1;0;1;0;464650286932127;page;1
39;1;Dr.;André;;Berghegger;1972;1;CDU;Niedersachsen;22;38;45,60%;;;;;;;;;1;0;1;0;315321281924550;page;1
40;0;;Christoph;;Bergner;;1;CDU;Sachsen-Anhalt;;;;;;;;;;;;1;0;0;;416435368432634;page;1
41;1;;Ute;;Bertram;;2;CDU;Niedersachsen;14;48;;;;;;;;;;1;0;0;;443632662398519;page;1
42;1;;Peter;;Beyer;1970;1;CDU;Nordrhein-Westfalen;50;105;39,30%;;;;;;;;;1;0;1;0;612601668757620;page;1
43;1;;Steffen;;Bilger;1979;1;CDU;Baden-Württemberg;6;265;38,30%;;;;;;;;;1;0;1;0;847387425402196;page;1
44;1;;Karin;;Binder;;2;DIE LINKE;Baden-Württemberg;;284;;http://www.karin-binder.de;;;;;;;;1;0;0;;111028329055457;page;1
45;1;;Lothar;;Binding;1950;1;SPD;Baden-Württemberg;4;274;;http://www.lothar-binding.de;;lothar.binding;https://twitter.com/lothar_binding;https://www.instagram.com/lothar_binding/;https://www.youtube.com/user/LotharBindingMdB;;;1;0;1;0;lothar.binding;page;1
46;0;;Clemens;;Binninger;;1;CDU;Baden-Württemberg;;;;;;;;;;;;1;0;0;;;no fb;0
47;1;;Matthias W.;;Birkwald;1961;1;DIE LINKE;Nordrhein-Westfalen;2;94;;http://www.matthias-w-birkwald.de;;wahlkreisbuero.matthias.w.birkwald;https://twitter.com/MWBirkwald;;;;;1;0;1;0;wahlkreisbuero.matthias.w.birkwald;page;1
48;1;;Peter;;Bleser;1952;1;CDU;Rheinland-Pfalz;2;200;44,10%;;;peter.bleser.1;;;;;;1;0;1;0;peter.bleser.1;private;0
49;1;;Burkhard;;Blienert;;1;SPD;Nordrhein-Westfalen;27;137;;;;;;;;;;1;0;0;;270984312986563;page;1
50;1;;Heidrun;;Bluhm;1958;2;DIE LINKE;Mecklenburg-Vorpommern;2;17;;;;;;;;;;1;0;1;0;157199237764392;page;1
51;0;;Maria;;Böhmer;;2;CDU;Rheinland-Pfalz;;;;;;;;;;;;1;0;0;;122103261195971;page;1
52;0;;Wolfgang;;Bosbach;;1;CDU;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;;no fb;0
53;1;;Norbert;;Brackmann;1954;1;CDU;Schleswig-Holstein;2;10;39,50%;;;;;;;;;1;0;1;0;323885334384221;page;1
54;1;;Klaus;;Brähmig;;1;CDU;Sachsen;8;158;;;;;;;;;;1;0;0;;402764669863765;page;1
55;1;;Michael;;Brand;1973;1;CDU;Hessen;11;174;45,20%;;;menschbrand;;;;;;1;0;1;0;menschbrand;page;1
56;1;Dr.;Reinhard;;Brandl;1977;1;CSU;Bayern;;216;49,50%;;;;;;;;;1;0;1;0;326547101058452;page;1
57;1;;Helmut;;Brandt;;1;CDU;Nordrhein-Westfalen;20;88;;;;;;;;;;1;0;0;;404488589602913;page;1
58;1;Dr.;Franziska;;Brantner;1979;2;GRÜNE;Baden-Württemberg;9;274;;;;;;;;;;1;0;1;0;169458386402344;page;1
59;0;;Willi;;Brase;;1;SPD;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;373400762740045;page;1
60;1;Dr.;Ralf;;Brauksiepe;1967;1;CDU;Nordrhein-Westfalen;9;139;;;;;;;;;;1;0;1;0;Ralf-Brauksiepe;no fb;0
61;1;Prof. Dr.;Helge Reinhold;;Braun;1972;1;CDU;Hessen;1;173;35,10%;http://www.helge-braun.de;;helge.braun;https://twitter.com/HBraun;;;;;1;0;1;0;helge.braun;page;1
62;1;;Heike;;Brehmer;1962;2;CDU;Sachsen-Anhalt;1;68;36,40%;http://www.heike-brehmer.de;;heike.brehmer.14;;;;;;1;0;1;0;heike.brehmer.14;private;0
63;1;;Ralph;;Brinkhaus;1968;1;CDU;Nordrhein-Westfalen;7;131;46,60%;;;;;;;;;1;0;1;0;ralph.brinkhaus;no fb;0
64;1;;Agnes;;Brugger;1985;2;GRÜNE;Baden-Württemberg;5;294;;;;;;;;;;1;0;1;0;169881576447003;page;1
65;1;Dr.;Karl Heinz;;Brunner;1953;1;SPD;Bayern;15;255;;;;;;;;;;1;0;1;0;257550241046190;page;1
66;1;;Christine;;Buchholz;1971;2;DIE LINKE;Hessen;3;185;;;;;;;;;;1;0;1;0;328453390630548;page;1
67;0;;Eva;;Bulling-Schröter;;2;DIE LINKE;Bayern;;;;;;;;;;;;1;0;0;;476582085747939;private;0
68;0;;Edelgard;;Bulmahn;;2;SPD;Niedersachsen;;;;;;;;;;;;1;0;0;;174192679582398;page;1
69;1;;Marco;;Bülow;1971;1;SPD;Nordrhein-Westfalen;56;142;38,80%;;;;;;;;;1;0;1;0;793947750621975;page;1
70;1;;Martin;;Burkert;1964;1;SPD;Bayern;3;245;;;;BurkertMartin;;;;;;1;0;1;0;BurkertMartin;page;1
71;0;;Cajus;;Caesar;;1;CDU;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;437295546362031;page;1
72;1;Dr.;Lars;;Castellucci;1974;1;SPD;Baden-Württemberg;12;277;;;;;;;;;;1;0;1;0;295376017278501;page;1
73;0;;Roland;;Claus;;1;DIE LINKE;Sachsen-Anhalt;;;;;;;;;;;;1;0;0;;;no fb;0
74;1;;Gitta;;Connemann;1964;2;CDU;Niedersachsen;7;25;50,00%;;;;;;;;;1;0;1;0;175211392516482;page;1
75;1;;Jürgen;;Coße;;1;SPD;Nordrhein-Westfalen;29;128;;;;;;;;;;1;0;0;;144032345752517;page;1
76;0;;Petra;;Crone;;2;SPD;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;129170920492997;page;1
77;1;;Bernhard;;Daldrup;1956;1;SPD;Nordrhein-Westfalen;7;130;;http://www.bernhard-daldrup.de;;bernhard.daldrup;;;;;;1;0;1;0;bernhard.daldrup;private;0
78;1;;Sevim;;Da?delen ;1975;2;DIE LINKE;Nordrhein-Westfalen;3;140;;;;MdBSevimDagdelen;;;;;;1;0;1;0;MdBSevimDagdelen;page;1
79;1;Dr.;Daniela;De;Ridder;1962;2;SPD;Niedersachsen;4;31;;;;;;;;;;1;0;1;0;411771882251946;page;1
80;1;Dr.;Jörg-Diether Wilhelm;;Dehm-Desoi;1950;1;DIE LINKE;Niedersachsen;2;43;;http://diether-dehm.de;;ddehm;https://twitter.com/Diether_Dehm;;;;;1;0;1;0;51091986850;page;1
81;1;;Ekin;;Deligöz;1971;2;GRÜNE;Bayern;3;255;;http://www.ekin-deligoez.de/startseite.html;;fanprofil.ekin.deligoez;https://twitter.com/ekindeligoez;;https://www.youtube.com/user/ekindeligoez;;;1;0;1;0;fanprofil.ekin.deligoez;page;1
82;1;Dr.;Karamba;;Diaby;1961;1;SPD;Sachsen-Anhalt;3;72;;http://www.karamba-diaby.de;;DrKarambaDiaby;https://twitter.com/karambadiaby;;;;;1;0;1;0;DrKarambaDiaby;page;1
83;0;;Alexandra;;Dinges-Dierig;;2;CDU;Schleswig-Holstein;;;;;;;;;;;;1;0;0;;741877675849645;private;0
84;1;;Sabine;;Dittmar;1964;2;SPD;Bayern;10;248;;;;;;;;;;1;0;1;0;138187167349;page;1
85;1;;Alexander;;Dobrindt;1970;1;CSU;Bayern;2;226;47,90%;;;;;;;;;1;0;1;0;62772136958;private;0
86;1;;Michael;;Donth;1967;1;CDU;Baden-Württemberg;;289;40,80%;;;;;;;;;1;0;1;0;313433438777354;page;1
87;0;;Thomas;;Dörflinger;;1;CDU;Baden-Württemberg;;;;;;;;;;;;1;0;0;;177291009098648;page;1
88;1;;Martin;;Dörmann;;1;SPD;Nordrhein-Westfalen;51;93;;;;;;;;;;1;0;0;;124214517597871;page;1
89;1;;Katja;;Dörner;1976;2;GRÜNE;Nordrhein-Westfalen;3;96;;http://katja-doerner.de/;http://katja-doerner.de/kategorie/blog/;;https://twitter.com/katjadoerner;;https://www.youtube.com/user/KatjaDoerner;;;1;0;1;0;449099278581328;page;1
90;1;;Marie-Luise;;Dött;1953;2;CDU;Nordrhein-Westfalen;8;117;;;;;;;;;;1;0;1;0;146088705573868;page;1
91;1;;Elvira;;Drobinski-Weiß;;2;SPD;Baden-Württemberg;17;284;;http://www.edw2017.de;;drobinskiweiss;;http://www.instagram.com/elviradrobinskiweiss;;;;1;0;0;;drobinskiweiss;page;1
92;1;;Katharina;;Dröge;1984;2;GRÜNE;Nordrhein-Westfalen;7;95;;;;KatharinaDroegeMdB;;;;;;1;0;1;0;KatharinaDroegeMdB;page;1
93;1;;Hansjörg;;Durz;1971;1;CSU;Bayern;39;253;47,80%;;;;;;;;;1;0;1;0;608651842489093;page;1
94;1;;Iris Maria;;Eberl;;2;CSU;Bayern;33;;;;;;;;;;;1;0;0;;416270778572925;page;1
95;1;;Harald;;Ebner;1964;1;GRÜNE;Baden-Württemberg;8;268;;;;;;;;;;1;0;1;0;95123288681;page;1
96;1;;Jutta;;Eckenbach;;2;CDU;Nordrhein-Westfalen;40;119;;;;JuttaEckenbachMdB;;;;;;1;0;0;;JuttaEckenbachMdB;page;1
97;0;;Sebastian;;Edathy;;1;SPD;Niedersachsen;;;;;;;;;;;;1;1;0;;;no fb;0
98;0;;Siegmund;;Ehrmann;;1;SPD;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;;no fb;0
99;1;;Michaela;;Engelmeier;;2;SPD;Nordrhein-Westfalen;20;99;;http://www.michaela-engelmeier.de/;;MichaelaEngelmeierMdB;https://twitter.com/michaelaengel;https://www.instagram.com/michaelaengelmeier/;https://www.youtube.com/user/michaelaengelmeier;;;1;0;0;;459619670738781;private;0
100;0;;Gernot;;Erler;;1;SPD;Baden-Württemberg;;;;;;;;;;;;1;0;0;;102047043284997;page;1
101;1;;Klaus Friedrich;;Ernst;1954;1;DIE LINKE;Bayern;1;250;;http://www.mdb-klaus-ernst.de/;;mdb.klaus.ernst;https://twitter.com/ernst_klaus;;;;;1;0;1;0;mdb.klaus.ernst;page;1
102;0;;Petra;;Ernstberger;;2;SPD;Bayern;;;;;;;;;;;;1;0;0;;102605136589012;page;1
103;1;;Saskia;;Esken;1961;2;SPD;Baden-Württemberg;15;280;;http://saskiaesken.de;;EskenSaskia;https://twitter.com/EskenSaskia;;;;;1;0;1;0;EskenSaskia;page;1
104;0;;Karin;;Evers-Meyer;;2;SPD;Niedersachsen;;;;;;;;;;;;1;0;0;;;no fb;0
105;1;Dr.;Bernd-Bernhard;;Fabritius;;1;CSU;Bayern;28;;;;;;;;;;;1;0;0;;bernd.fabritius.7;private;0
106;1;;Hermann;;Färber;1963;1;CDU;Baden-Württemberg;;263;37,60%;;;;;;;;;1;0;1;0;565107070189081;page;1
107;1;Dr.;Johannes;;Fechner;1972;1;SPD;Baden-Württemberg;10;283;;;;;;;;;;1;0;1;0;555842074449519;page;1
108;1;;Uwe Wolfgang Werner;;Feiler;1965;1;CDU;Brandenburg;5;58;29,90%;;;;;;;;;1;0;1;0;108826898029;page;1
109;1;Dr.;Thomas;;Feist;;1;CDU;Sachsen;6;153;;;;;;;;;;1;0;0;;110922777487;page;1
110;1;Dr.;Fritz;;Felgentreu;1968;1;SPD;Berlin;;82;26,80%;;;fritz.felgentreu;;;;;;1;0;1;0;fritz.felgentreu;page;1
111;1;;Enak;;Ferlemann;1963;1;CDU;Niedersachsen;3;29;42,70%;;;Enak-Ferlemann;;;;;;1;0;1;0;Enak-Ferlemann;no fb;0
112;0;;Elke;;Ferner;;2;SPD;Saarland;;;;;;;;;;;;1;0;0;;190482944443865;page;1
113;1;Dr.;Ute;;Finckh-Krämer;;2;SPD;Berlin;7;79;;;;;;;;;;1;0;0;;148354465331097;page;1
114;0;;Ingrid;;Fischbach;;2;CDU;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;;no fb;0
115;1;;Axel;;Fischer;1966;1;CDU;Baden-Württemberg;;272;40,50%;;;;;;;;;1;0;1;0;55574168445;page;1
116;0;;Dirk;;Fischer;;1;CDU;Hamburg;;;;;;;;;;;;1;0;0;;dirk.fischermdb;page;1
117;1;Dr.;Maria Franziska;;Flachsbarth;1963;2;CDU;Niedersachsen;4;47;;;;;;;;;;1;0;1;0;274895455959618;page;1
118;1;;Christian;;Flisek;;1;SPD;Bayern;21;229;;;;;;;;;;1;0;0;;342721372735407;page;1
119;0;;Klaus-Peter;;Flosbach;;1;CDU;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;129281287253101;page;1
120;0;;Gabriele;;Fograscher;;2;SPD;Bayern;;;;;;;;;;;;1;0;0;;211812989019759;page;1
121;1;Dr.;Edgar Konrad Hartmut;;Franke;1960;1;SPD;Hessen;11;170;37,70%;;;;;;;;;1;0;1;0;106694729500758;page;1
122;1;;Ulrich Ronald;;Freese;1951;1;SPD;Brandenburg;2;64;;;;;;;;;;1;0;1;0;550158624995406;page;1
123;1;;Thorsten;;Frei;1973;1;CDU;Baden-Württemberg;;286;47,00%;http://www.thorsten-frei.de;;ThorstenFreiCDU;;;https://www.youtube.com/channel/UC7feV5yCCSFsEAFuoWzg3vQ;;;1;0;1;0;ThorstenFreiCDU;page;1
124;1;;Dagmar;;Freitag;1953;2;SPD;Nordrhein-Westfalen;6;150;38,60%;;;;;;;;;1;0;1;0;352049611577164;page;1
125;1;Dr.;Astrid;;Freudenstein;;2;CSU;Bayern;26;;;;;;;;;;;1;0;0;;438010156326906;page;1
126;1;Dr.;Hans-Peter;;Friedrich;1957;1;CSU;Bayern;8;239;47,00%;;;;;;;;;1;0;1;0;105589846177501;page;1
127;1;;Michael;;Frieser;1964;1;CSU;Bayern;21;245;35,60%;http://www.michael-frieser.de;;michael.frieser.csu;https://twitter.com/MichaelFrieser;http://www.instagram.com/michael_frieser/;http://www.youtube.com/user/MdBMichaelFrieser;;;1;0;1;0;michael.frieser.csu;page;1
128;0;;Michael;;Fuchs;;1;CDU;Rheinland-Pfalz;;;;;;;;;;;;1;0;0;;229402813859378;page;1
129;1;;Hans-Joachim;;Fuchtel;1952;1;CDU;Baden-Württemberg;;280;43,30%;;;;;;;;;1;0;1;0;125061526477;page;1
130;0;;Alexander;;Funk;;1;CDU;Saarland;;;;;;;;;;;;1;1;0;;513032565431680;page;1
131;1;;Sigmar Hartmut;;Gabriel;1959;1;SPD;Niedersachsen;25;49;42,80%;;;;;;;;;1;0;1;0;104493292916735;page;1
132;1;;Ingo;;Gädechens;1960;1;CDU;Schleswig-Holstein;3;9;41,50%;;;;;;;;;1;0;1;0;400133866760848;page;1
133;0;;Thomas;;Gambke;;1;GRÜNE;Bayern;;;;;;;;;;;;1;0;0;;;no fb;0
134;1;;Matthias;;Gastel;1970;1;GRÜNE;Baden-Württemberg;10;262;;;;Matthias-Gastel;;;;;;1;0;1;0;Matthias-Gastel;private;0
135;0;;Peter;;Gauweiler;;1;CSU;Bayern;;;;;;;;;;;;1;1;0;;103562266812;page;1
136;1;Dr.;Thomas;;Gebhart;1971;1;CDU;Rheinland-Pfalz;4;211;40,30%;https://thomas-gebhart.de/;;gebhart.th;https://twitter.com/thomasgebhart;https://www.instagram.com/gebhart_th/;https://www.youtube.com/user/gebhartthomas;;;1;0;1;0;gebhart.th;page;1
137;0;;Wolfgang;;Gehrcke;;1;DIE LINKE;Hessen;;;;;;;;;;;;1;0;0;;215473268874983;page;1
138;1;;Kai;;Gehring;1977;1;GRÜNE;Nordrhein-Westfalen;10;120;;https://kai-gehring.de/;;kai.gehring;https://twitter.com/KaiGehring;https://www.instagram.com/kai.gehring/;https://www.youtube.com/user/KaiGehring;;;1;0;1;0;kai.gehring;page;1
139;1;;Michael;;Gerdes;1960;1;SPD;Nordrhein-Westfalen;64;125;36,80%;http://www.michaelgerdes-mdb.de;;michaelgerdesmdb;;;;;;1;0;1;0;michaelgerdesmdb;page;1
140;1;;Alois;;Gerig;1956;1;CDU;Baden-Württemberg;;276;46,90%;http://www.alois-gerig.de;;aloisgerig;;;https://www.youtube.com/channel/UCtn2TcoM29c6-YxL1xJBksw;;;1;0;1;0;aloisgerig;page;1
141;1;;Martin;;Gerster;1971;1;SPD;Baden-Württemberg;8;292;;;;;;;;;;1;0;1;0;151208418394628;page;1
142;1;;Eberhard;;Gienger;1951;1;CDU;Baden-Württemberg;;266;40,00%;;;;;;;;;1;0;1;0;166365600212391;page;1
143;1;;Cemile;;Giousouf;;2;CDU;Nordrhein-Westfalen;23;138;;;;;;;;;;1;0;0;;607327249290031;page;1
144;0;;Iris;;Gleicke;;2;SPD;Thüringen;;;;;;;;;;;;1;0;0;;303052606512789;page;1
145;1;;Angelika;;Glöckner;1962;2;SPD;Rheinland-Pfalz;9;210;;;;;;;;;;1;0;1;0;339735429489657;page;1
146;1;;Nicole Stephanie;;Gohlke;1975;2;DIE LINKE;Bayern;2;219;;;;;;;;;;1;0;1;0;560137777526640;page;1
147;0;;Diana;;Golze;;2;DIE LINKE;Brandenburg;;;;;;;;;;;;1;1;0;;213744175356252;page;1
148;0;;Josef;;Göppel;;1;CSU;Bayern;;;;;;;;;;;;1;0;0;;;no fb;0
149;1;;Katrin;;Göring-Eckardt;1966;2;GRÜNE;Thüringen;1;193;;http://www.goering-eckardt.de/;;GoeringEckardt;https://twitter.com/goeringeckardt;https://www.instagram.com/goeringeckardt/;;;;1;0;1;0;GoeringEckardt;page;1
150;0;;Ulrike;;Gottschalck;;2;SPD;Hessen;;;;;;;;;;;;1;0;0;;162815447081691;page;1
151;1;;Kerstin;;Griese;1966;2;SPD;Nordrhein-Westfalen;4;105;;;;;;;;;;1;0;1;0;267441470338062;page;1
152;0;;Reinhard;;Grindel;;1;CDU;Niedersachsen;;;;;;;;;;;;1;1;0;;238764719559539;page;1
153;1;;Ursula;;Groden-Kranich;1965;2;CDU;Rheinland-Pfalz;11;205;35,70%;;;;;;;;;1;0;1;0;183467831832037;page;1
154;1;;Hermann;;Gröhe;1961;1;CDU;Nordrhein-Westfalen;1;108;44,00%;;;;;;;;;1;0;1;0;84534791408;page;1
155;1;;Klaus-Dieter;;Gröhler;1966;1;CDU;Berlin;;80;30,20%;http://www.groehler.info;;groehler.in.den.bundestag;;;;;;1;0;1;0;groehler.in.den.bundestag;page;1
156;0;;Gabriele;;Groneberg;;2;SPD;Niedersachsen;;;;;;;;;;;;1;0;0;;582061365143990;page;1
157;1;;Michael Peter;;Groß;1956;1;SPD;Nordrhein-Westfalen;39;122;41,10%;http://www.michaelgrossmdb.de;;michaelgrossmdb;https://twitter.com/michaelgrossmdb;https://www.instagram.com/michaelpetergross/;;;;1;0;1;0;michaelgrossmdb;page;1
158;1;;Michael;;Grosse-Brömer;1960;1;CDU;Niedersachsen;2;36;40,60%;;;;;;;;;1;0;1;0;121948104610196;page;1
159;1;;Astrid Katharina Josefine;;Grotelüschen;1964;2;CDU;Niedersachsen;10;28;34,10%;;;Astrid.Grotelueschen;;;;;;1;0;1;0;Astrid.Grotelueschen;page;1
160;0;;Annette;;Groth;;2;DIE LINKE;Baden-Württemberg;;;;;;;;;;;;1;0;0;;275506389140305;page;1
161;1;;Uli;;Grötsch;1975;1;SPD;Bayern;11;235;;;;uli.groetsch;;;;;;1;0;1;0;uli.groetsch;page;1
162;1;;Markus;;Grübel;1959;1;CDU;Baden-Württemberg;;261;40,00%;;;;;;;;;1;0;1;0;127441196853;page;1
163;1;;Manfred;;Grund;1955;1;CDU;Thüringen;1;189;38,00%;http://www.manfred-grund.de;;manfredgrundmdb;https://twitter.com/manfred_grund;https://www.instagram.com/manfred_grund/;https://www.youtube.com/user/GrundMa;;;1;0;1;0;manfredgrundmdb;page;1
164;1;;Oliver Klaus;;Grundmann;1971;1;CDU;Niedersachsen;21;30;44,40%;;;;;;;;;1;0;1;0;569278623090292;page;1
165;1;;Monika;;Grütters;1962;2;CDU;Berlin;1;85;;;;;;;;;;1;0;1;0;969991799799891;page;1
166;1;Dr.;Herlind;;Gundelach;;2;CDU;Hamburg;5;23;;;;gundelach.herlind;;;;;;1;0;0;;gundelach.herlind;no fb;0
167;0;;Wolfgang;;Gunkel;;1;SPD;Sachsen;;;;;;;;;;;;1;0;0;;274906702652691;page;1
168;1;;Fritz;;Güntzler;1966;1;CDU;Niedersachsen;9;53;;;;;;;;;;1;0;1;0;621011257931252;page;1
169;1;;Olav;;Gutting;1970;1;CDU;Baden-Württemberg;;278;41,50%;;;;;;;;;1;0;1;0;454021098059854;page;1
170;1;Dr.;Gregor;;Gysi;1948;1;DIE LINKE;Berlin;;84;39,90%;;;;;;;;;1;0;1;0;42497482692;page;1
171;1;;Christian;;Haase;1966;1;CDU;Nordrhein-Westfalen;;136;44,30%;;;;;;;;;1;0;1;0;620464327970113;page;1
172;1;;Bettina;;Hagedorn;1955;2;SPD;Schleswig-Holstein;1;9;;http://www.bettina-hagedorn.de;;bettinahagedornMdB;;;;;;1;0;1;0;bettinahagedornMdB;page;1
173;1;;Rita;;Hagl-Kehl;1970;2;SPD;Bayern;16;227;;;;;;;;;;1;0;1;0;932815056748552;page;1
174;1;Dr.;André;;Hahn;1963;1;DIE LINKE;Sachsen;2;158;;;;;;;;;;1;0;1;0;456335667806925;page;1
175;1;;Florian Peter;;Hahn;1974;1;CSU;Bayern;37;221;43,50%;;;;;;;;;1;0;1;0;291644800982357;page;1
176;1;;Anja Margarete Helene;;Hajduk;1963;2;GRÜNE;Hamburg;1;21;;http://anja-hajduk.de;;anja.hajduk;https://twitter.com/hajdukbundestag;;;;;1;0;1;0;anja.hajduk;private;0
177;1;;Rainer;;Hajek;;1;CDU;Niedersachsen;33;;;;;100011971000847;;;;;;1;0;0;;100011971000847;user;1
178;1;;Metin;;Hakverdi;1969;1;SPD;Hamburg;8;23;34,80%;;;;;;;;;1;0;1;0;178872845468327;page;1
