pol_id;cand_wp19;cand_titel;cand_firstname;cand_praefix;cand_lastname;cand_birth_year;cand_sex;cand_party;cand_fed_state;cand_ll_rank;cand_wk;wp_19_direct_result;cand_website;cand_blog;cand_facebook;cand_twitter;cand_instagram;cand_youtube;cand_googleplus;cand_other_links;wp_18;wp_18_exc;wp_19;wp_19_exc;fb_identifier;fb_type;fb_sample
2555;1;;Johannes ;;Brinkrolf;;1;AfD;Nordrhein-Westfalen;;132;;;;100016132778337;;;;;;0;;0;;100016132778337;user;1
2556;1;;Silvia ;;Brock;;2;AfD;Bremen;;54;;;;silvia.brock1;;;;;;0;;0;;silvia.brock1;private;0
2557;1;;Berthold;;Brodersen;;1;FDP;Schleswig-Holstein;;2;;http://WWW.fdp-Nf.de;;FDPNordfriesland;https://twitter.com/FDPNF;;;;;0;;0;;berthold.brodersen;page;1
2558;1;Dr.;Bernd;;Buchholz;1961;1;FDP;Schleswig-Holstein;2;10;;;;bernd.buchholz.58;;;;;;0;;1;1;bernd.buchholz.58;private;0
2559;1;;Manfred;;Büddemann;;1;DIE LINKE;Nordrhein-Westfalen;;114;;;;bueddemann.1951;https://twitter.com/M_Bueddemann;;;;;0;;0;;bueddemann.1951;page;1
2560;1;;Sören;;Bund-Becker;;1;GRÜNE;Saarland;;298;;;;;;;;;;0;;0;;;no fb;0
2561;1;;Erich Karl;;Burmeister;;1;DIE LINKE;Nordrhein-Westfalen;;121;;;;ErichBurmeister121;;;;;;0;;0;;ErichBurmeister121;page;1
2562;1;;Andreas Hermann;;Büttner;;1;DIE LINKE;Brandenburg;;57;;;;andreasbuettnerdielinke;;;;;;0;;0;;andreasbuettnerdielinke;page;1
2563;1;;Hamze;;Bytyçi;;1;DIE LINKE;Berlin;14;;;http://www.die-linke-berlin.de/wahlen/bundestag_2017/linke_kandidatinnen/hamze_bytyci/;;hamze.bytyci;;;;;;0;;0;;hamze.bytyci;private;0
2564;1;;SteffenMichel Sigmar ;;Christ;;1;AfD;Nordrhein-Westfalen;;121;;;;;;;;;;0;;0;;;no fb;0
2565;1;;Eugen ;;Ciresa;;1;AfD;Baden-Württemberg;;291;;;;e.ciresa;https://twitter.com/EugenCiresa;;;;;0;;0;;e.ciresa;page;1
2566;1;;Antje Christine;;Clemens;;2;DIE LINKE;Bayern;;249;;;;Clemens.DieLinke;;;;;;0;;0;;Clemens.DieLinke;page;1
2567;1;;Doris ;;Daubertshäuser;;2;AfD;Hessen;18;;;;;AfD.DorisDaubertshaeuser;;;;;;0;;0;;AfD.DorisDaubertshaeuser;page;1
2568;1;;Ulrike-Judith;;Dierkes-Morsy;;2;DIE LINKE;Bayern;;239;;;;ulrike.dierkesmorsy;;;;;;0;;0;;ulrike.dierkesmorsy;private;0
2569;1;;Guido ;;Dietel;;1;AfD;Nordrhein-Westfalen;;106;;;;gdietel;;;;;;0;;0;;gdietel;private;0
2570;1;;Helmut ;;Dietz;;1;AfD;Baden-Württemberg;;294;;;;helmut.w.dietz;;;;;;0;;0;;helmut.w.dietz;page;1
2571;1;;Michael;;Dietz;;1;CDU;Saarland;16;;;;;;;;;;;0;;0;;;no fb;0
2572;1;;Jeanne Marie Aline;;Dillschneider;;2;GRÜNE;Saarland;3;;;http://www.gruenejugendsaar.de;;jeanne.dillschneider;;;;;;0;;0;;jeanne.dillschneider;private;0
2573;1;;Martin;;Dolzer;;1;DIE LINKE;Hamburg;;18;;;;dolzermartin;;;;;;0;;0;;dolzermartin;page;1
2574;1;;Hannes;;Draeger;;1;DIE LINKE;Nordrhein-Westfalen;;124;;;;hannesdraegerdielinke;;;;;;0;;0;;hannesdraegerdielinke;page;1
2575;1;;Dirk Raik;;Dreher;;1;GRÜNE;Rheinland-Pfalz;;207;;;;RaikD;;;;;;0;;0;;RaikD;private;0
2576;1;;Peter Holger ;;Drenske;;1;AfD;Brandenburg;;65;;;;Peter.Drenske.AfD;;;;;;0;;0;;Peter.Drenske.AfD;page;1
2577;1;;Dirk Klaus ;;Driesang;;1;AfD;Bayern;;245;;;;driesang.afd;;;;;;0;;0;;driesang.afd;page;1
2578;1;;Siegbert;;Droese;1969;1;AfD;Sachsen;3;153;;;;siegbert.droese.afd;;;;;;0;;1;0;siegbert.droese.afd;page;1
2579;1;;Michael;;Droste;;1;DIE LINKE;Nordrhein-Westfalen;;98;;;;;;;;;;0;;0;;;no fb;0
2580;1;;Thomas;;Dyhr;;1;GRÜNE;Brandenburg;;57;;;;dyhr.thomas;;;;;;0;;0;;dyhr.thomas;private;0
2581;1;;Norbert;;Eberherr;;1;DIE LINKE;Bayern;;225;;;;;;;;;;0;;0;;;no fb;0
2582;1;;Katrin ;;Ebner-Steiner;;2;AfD;Bayern;;227;;;;katrin.ebnersteiner;;;;;;0;;0;;katrin.ebnersteiner;private;0
2583;1;;Michael ;;Eiche;;1;AfD;Nordrhein-Westfalen;;138;;;;;;;;;;0;;0;;;no fb;0
2584;1;;Klaus;;Eickmeyer;;1;DIE LINKE;Schleswig-Holstein;;9;;;;;;;;;;0;;0;;;no fb;0
2585;1;;Henrik;;Eitel;;1;CDU;Saarland;8;;;;;henrikeitel;;;;;;0;;0;;henrikeitel;private;0
2586;1;;Susanne;;Elbert;;2;GRÜNE;Schleswig-Holstein;;6;;;;susanne.elbert.52;;;;;;0;;0;;susanne.elbert.52;private;0
2587;1;;Paula;;Elsholz;;2;GRÜNE;Nordrhein-Westfalen;;106;;;;paula.elsholz;;;;;;0;;0;;paula.elsholz;private;0
2588;1;;Johannes;;Engel;;1;CDU;Saarland;20;;;;;johannesengel7777;;;;;;0;;0;;johannesengel7777;private;0
2589;1;;Alexandra;;Erikson;;2;DIE LINKE;Rheinland-Pfalz;;200;;;;alexandra.erikson.9;;;;;;0;;0;;alexandra.erikson.9;private;0
2590;1;;Celine Ellenore;;Erlenhofer;;2;DIE LINKE;Nordrhein-Westfalen;;143;;;;celine.erlenhofer;;;;;;0;;0;;celine.erlenhofer;private;0
2591;1;;Thomas;;Erndl;1974;1;CSU;Bayern;;227;44,10%;;;Thomas.Erndl.Bayern;;;;;;0;;1;0;Thomas.Erndl.Bayern;page;1
2592;1;;Bernd ;;Essler;;1;AfD;Nordrhein-Westfalen;;90;;;;;;;;;;0;;0;;;no fb;0
2593;1;;Bernhard;;Feilzer;;1;DIE LINKE;Bayern;;224;;;;;;;;;;0;;0;;;no fb;0
2594;1;;Johann;;Feirer;;1;GRÜNE;Bayern;;230;;;;;;;;;;0;;0;;;no fb;0
2595;1;;Torsten;;Felstehausen;;1;DIE LINKE;Hessen;;168;;http://www.torsten-felstehausen.de;;t.felstehausen;https://twitter.com/TorstenFelsteha;;;;;0;;0;;t.felstehausen;page;1
2596;1;;Thomas;;Fick;;1;GRÜNE;Baden-Württemberg;;267;;http://WWW.thomasfick.de;;FickThomas;;;;;;0;;0;;FickThomas;page;1
2597;1;;Felix;;Fischer;;1;FDP;Baden-Württemberg;;283;;http://www.felix-fischer-2017.de;;FelixFischer2017;;;;;;0;;0;;FelixFischer2017;page;1
2598;1;;Tobias Peter ;;Fischer;;1;AfD;Hessen;13;;;;;;;;;;;0;;0;;;no fb;0
2599;1;;Uwe;;Flachsmeyer;;1;GRÜNE;Mecklenburg-Vorpommern;;14;;;;uwe.flachsmeyer;;;;;;0;;0;;uwe.flachsmeyer;private;0
2600;1;;Julius;;Flinks;;1;GRÜNE;Niedersachsen;;32;;http://gruene-cloppenburg.de/bundestagswahl-2017/;;JuliusFlinks;;;;;;0;;0;;JuliusFlinks;page;1
2601;1;;Torben;;Franz;;1;DIE LINKE;Niedersachsen;;40;;;;torben.franz;;;;;;0;;0;;torben.franz;private;0
2602;1;;Markus;;Franz;;1;CDU;Saarland;18;;;;;maruefranz;;;;;;0;;0;;maruefranz;private;0
2603;1;;Paul;;Fresdorf;;1;FDP;Berlin;;78;;;;PaulFresdorfFDP;;;;;;0;;0;;PaulFresdorfFDP;page;1
2604;1;;Michael;;Friedrichs;;1;DIE LINKE;Hessen;;186;;https://friedrichs4darmstadt.de;;;;;;;;0;;0;;;no fb;0
2605;1;;Andreas;;Fuchs;;1;CDU;Saarland;21;;;;;;;;;;;0;;0;;;no fb;0
2606;1;;Wolfgang ;;Fuhl;;1;AfD;Baden-Württemberg;;282;;http://loerrach.afd-bw.de/;;wolfgang.fuhl.7;;;;;;0;;0;;wolfgang.fuhl.7;private;0
2607;1;;Thorsten;;Fürter;;1;GRÜNE;Schleswig-Holstein;;11;;;;fuerter;;;;;;0;;0;;fuerter;private;0
2608;1;;Anna;;Gallina;;2;GRÜNE;Hamburg;;20;;https://hamburg.gruene.de/beitrag/gallina;;anna.gallina.9;https://twitter.com/AnnaGallinaHH;;;;;0;;0;;anna.gallina.9;private;0
2609;1;;Heinrich Theodor ;;Garbe;;1;AfD;Nordrhein-Westfalen;;142;;;;;;;;;;0;;0;;;no fb;0
2610;1;;Ellen;;Gause;;2;GRÜNE;Niedersachsen;;35;;http://www.gruene-walsrode.de;;ellen.gause.5;;;;;;0;;0;;ellen.gause.5;private;0
2611;1;;Dietmar ;;Gedig;;1;AfD;Nordrhein-Westfalen;;102;;;;100009297957179;;;;;;0;;0;;100009297957179;user;1
2612;1;Dr.;Peter;;Gehrmann;;1;GRÜNE;Nordrhein-Westfalen;;108;;;;peter.gehrmann.733;;;;;;0;;0;;peter.gehrmann.733;private;0
2613;1;;Dmitri;;Geidel;;1;SPD;Berlin;14;85;;;;GeidelSPD;;;;;;0;;0;;GeidelSPD;page;1
2614;1;;Stefan;;Gerbig;;1;DIE LINKE;Bayern;;245;;;;gerbigstefan;;;;;;0;;0;;gerbigstefan;page;1
2615;1;;Patrick;;Ginsbach;;1;GRÜNE;Saarland;4;296;;http://www.patrickginsbach.de;;patrickginsbach.saarbruecken;;https://www.instagram.com/patrickginsbach/;;;;0;;0;;patrickginsbach.saarbruecken;page;1
2616;1;;Eva-Maria;;Glathe-Braun;;2;DIE LINKE;Baden-Württemberg;;291;;;;evamaria.glathe;https://twitter.com/EvaMariaGlathe;https://www.instagram.com/evamaria_glathe/;;;;0;;0;;evamaria.glathe;private;0
2617;1;;Michael Horst ;;Goebel;;1;AfD;Hessen;;179;;;;;;;;;;0;;0;;;no fb;0
2618;1;;Sabine ;;Gollombeck;;2;AfD;Berlin;;79;;;;100003858423622;;;;;;0;;0;;100003858423622;user;1
2619;1;;Monika;;Göpper;;2;GRÜNE;Mecklenburg-Vorpommern;;17;;;;monikagoepp;;;;;;0;;0;;monikagoepp;page;1
2620;1;;Sven;;Görgens;;1;FDP;Nordrhein-Westfalen;;143;;;;SGFDPDO;;;;;;0;;0;;SGFDPDO;page;1
2621;1;;Oswald;;Greim;;1;DIE LINKE;Bayern;;240;;;;;;;;;;0;;0;;;no fb;0
2622;1;;Hildegard;;Gries;;2;CDU;Saarland;10;;;;;;;;;;;0;;0;;;no fb;0
2623;1;;Fabian;;Griewel;;1;FDP;Nordrhein-Westfalen;;146;;;;fabiangriewel2017;;;;;;0;;0;;fabiangriewel2017;page;1
2624;1;;Arno ;;Groß;;1;AfD;Hessen;;185;;;;;;;;;;0;;0;;;no fb;0
2625;1;Dr.;Gerhard Friedrich ;;Großkurth;;1;AfD;Bayern;;255;;;;dr.gerhard.grosskurth;;;;;;0;;0;;dr.gerhard.grosskurth;page;1
2626;1;;Claus ;;Grugelke;;1;AfD;Niedersachsen;;48;;;;;;;;;;0;;0;;;no fb;0
2627;1;;Rolf;;Grüning;;1;DIE LINKE;Baden-Württemberg;;276;;;;DIE.LINKE.Main.Tauber;;;;;;0;;0;;;no fb;0
2628;1;;Carsten;;Günther;;1;AfD;Thüringen;;192;;;;100000019342033;;;;;;0;;0;;100000019342033;user;1
2629;1;;Johannes Erich Tino;;Günther;;1;FDP;Sachsen;;164;;;;;;;;;;0;;0;;;no fb;0
2630;1;;Ates;;Gürpinar;;1;DIE LINKE;Bayern;;217;;;;ates.gurpinar.1;;;;;;0;;0;;ates.gurpinar.1;private;0
2631;1;;Cihane;;Gürtas-Yildirim;;2;DIE LINKE;Niedersachsen;;50;;;;;;;;;;0;;0;;;no fb;0
2632;1;;John;;Haberle;;1;GRÜNE;Nordrhein-Westfalen;;150;;http://www.gruene-mk.de/wahlen-2017/john-haberle/;;john.haberle;https://twitter.com/HaberleJohn;;;;;0;;0;;john.haberle;private;0
2633;1;;Laleh;;Hadjimohamadvali;;2;AfD;Saarland;3;;;;;laleh.walie;;;;;;0;;0;;laleh.walie;private;0
2634;1;;Pascal;;Haggenmüller;;1;GRÜNE;Baden-Württemberg;;272;;http://www.pascal-haggenmueller.de;;pascal.haggenmuller;;;;;;0;;0;;pascal.haggenmuller;private;0
2635;1;;René Jens;;Hähnlein;;1;DIE LINKE;Bayern;;238;;;;rene.haehnlein;;;;;;0;;0;;rene.haehnlein;private;0
2636;1;;Laura;;Halding-Hoppenheit;;2;DIE LINKE;Baden-Württemberg;;285;;;;Laura.Halding.Hoppenheit;;;;;;0;;0;;Laura.Halding.Hoppenheit;page;1
2637;1;;Andreas ;;Handt;;1;AfD;Nordrhein-Westfalen;;144;;;;AndreasHandtBTW2017;;;;;;0;;0;;AndreasHandtBTW2017;page;1
2638;1;;Beate;;Hane-Knoll;;2;DIE LINKE;Nordrhein-Westfalen;;101;;;;;;;;;;0;;0;;;no fb;0
2639;1;;Frank-Christian ;;Hansel;;1;AfD;Berlin;;82;;http://www.frank-hansel.de;;fchansel;https://twitter.com/FrankHansel;;;;;0;;0;;fchansel;page;1
2640;1;;Frank;;Hansen;;1;AfD;Schleswig-Holstein;;1;;;;Frank-Hansen-702013106568142;;;;;;0;;0;;Frank-Hansen-702013106568142;private;0
2641;1;;Beate;;Härig-Dickersbach;;2;AfD;Rheinland-Pfalz;;202;;;;beate.haerig.dickersbach;;;;;;0;;0;;beate.haerig.dickersbach;page;1
2642;1;;Agnes;;Hasenjäger;;2;DIE LINKE;Niedersachsen;;35;;;;Heidelinke;;;;;;0;;0;;Heidelinke;page;1
2643;1;;Niklas;;Haupt;;1;DIE LINKE;Bayern;;243;;https://www.die-linke.de;;HauptNiklas;https://twitter.com/haupt_niklas;;;;;0;;0;;HauptNiklas;page;1
2644;1;;Rafael ;;Hauptmann;;1;AfD;Bayern;;254;;;;Hauptmann.Rafael;;;;;;0;;0;;Hauptmann.Rafael;page;1
2645;1;;Ellen;;Haußdörfer;;2;SPD;Berlin;13;;;;;haussdoerfer;;;;;;0;;0;;haussdoerfer;page;1
2646;1;;Klaus ;;Heger;;1;AfD;Nordrhein-Westfalen;;149;;;;;;;;;;0;;0;;;no fb;0
2647;1;;Ralph;;Heidenreich;;1;DIE LINKE;Baden-Württemberg;;292;;;;ralph.heidenreich.92;;;;;;0;;0;;ralph.heidenreich.92;private;0
2648;1;;Elmar Lorenz;;Heim;;1;DIE LINKE;Bayern;;255;;;;Elmar-Heim-Bundestagswahl-2017-1535546036501742;;;;;;0;;0;;Elmar-Heim-Bundestagswahl-2017-1535546036501742;private;0
2649;1;;Jürgen;;Heinen;;1;GRÜNE;Nordrhein-Westfalen;;111;;http://www.gruene-kreis-viersen.de/;;jurgen.heinen.98;;;;;;0;;0;;jurgen.heinen.98;private;0
2650;1;;Alexandra;;Heinen;;2;CDU;Saarland;15;;;;;alexandra.heinen.3;;;;;;0;;0;;alexandra.heinen.3;private;0
2651;1;;Matthias ;;Helferich;;1;AfD;Nordrhein-Westfalen;;143;;;;helferich.afd;;;;;;0;;0;;helferich.afd;page;1
2652;1;;Robert;;Helle;;1;DIE LINKE;Nordrhein-Westfalen;;146;;;;RobertHelleDIELINKE;;;;;;0;;0;;RobertHelleDIELINKE;page;1
2653;1;;Frank;;Henkel;;1;CDU;Berlin;;75;;;;frank.henkel;;;;;;0;;0;;frank.henkel;page;1
2654;1;;Marc;;Henrichmann;1976;1;CDU;Nordrhein-Westfalen;;127;51,60%;;;m.henrichmann;;;;;;0;;1;0;m.henrichmann;page;1
2655;1;;Volker;;Herold;;1;GRÜNE;Sachsen;;155;;;;Volker-Herold-1886534751615168;;;;;;0;;0;;Volker-Herold-1886534751615168;private;0
2656;1;;Frank;;Hertel;;1;DIE LINKE;Bayern;;248;;;;frank.hertel;;;;;;0;;0;;frank.hertel;private;0
2657;1;;Alexander ;;Carapinha Hesse;;1;FDP;Niedersachsen;26;33;;;;CarapinhaHesse;;;;;;0;;0;;CarapinhaHesse;page;1
2658;1;;Holger Heinz ;;Hexgen;;1;AfD;Nordrhein-Westfalen;;109;;http://www.afdmg.de;;afd.mg;;;;;;0;;0;;;no fb;0
2659;1;;Till-Christian;;Heyer-Stuffer;;1;GRÜNE;Brandenburg;;60;;;;;;;;;;0;;0;;;no fb;0
2660;1;;Pierre ;;Hillebrecht;;1;AfD;Niedersachsen;;53;;;;Pierre.Hillebrecht.AfD;;;;;;0;;0;;Pierre.Hillebrecht.AfD;page;1
2661;1;;Andreas Gerd;;Hoffmann;;1;FDP;Brandenburg;;56;;;;;;;;;;0;;0;;;no fb;0
2662;1;;Philip;;Hoffmann;;1;CDU;Saarland;5;;;;;philip.hoffmann.90;;;;;;0;;0;;philip.hoffmann.90;private;0
2663;1;;Christian;;Hohn;;1;GRÜNE;Nordrhein-Westfalen;;149;;;;;;;;;;0;;0;;;no fb;0
2664;1;;Kevin;;Hönicke;;2;SPD;Berlin;8;86;;http://kevin-hoenicke.de;;Hoenicke.Kevin;https://twitter.com/KevinHoenicke;https://www.instagram.com/kevin_hoenicke/;https://www.youtube.com/channel/UC5w701PyHujtD_CaIG8DizQ;;;0;;0;;Hoenicke.Kevin;page;1
2665;1;;Ivonne;;Horbert;;2;SPD;Rheinland-Pfalz;;200;;;;Ivonne-Horbert-1936875953247759;;;;;;0;;0;;Ivonne-Horbert-1936875953247759;private;0
2666;1;;Hans-Peter ;;Hörner;;1;AfD;Baden-Württemberg;;295;;http://www.hphoerner.de;;hanspeter.horner.98;;;;;;0;;0;;hanspeter.horner.98;private;0
2667;1;Dr.;Guido;;Hoyer;;1;DIE LINKE;Bayern;;214;;http://freisinger-linke.blogspot.de/;;;;;;;;0;;0;;;no fb;0
2668;1;;Klaus;;Huska;;1;DIE LINKE;Baden-Württemberg;;272;;;;klaus.huska.5;;;;;;0;;0;;klaus.huska.5;private;0
2669;1;;Tobias;;Huth;;1;DIE LINKE;Hessen;;180;;;;tobias.huth.927;;;;;;0;;0;;tobias.huth.927;private;0
2670;1;;Carsten;;Hütter;;1;AfD;Sachsen;;155;;http://www.carsten-huetter.de;;100008373047638;;;;;;0;;0;;100008373047638;user;1
2671;1;;Shen;;Ibrahimsadeh;;1;DIE LINKE;Nordrhein-Westfalen;;131;;http://linksjugend-gt.de;;;;http://instagram.com/left_4_shen;;;;0;;0;;;no fb;0
2672;1;;Hans-Werner;;Ignatowitz;;1;GRÜNE;Nordrhein-Westfalen;;92;;http://www.ignatowitz-euskirchen.de;;Gruene.Euskirchen.Rhein.Erft.Kreis.II;;;;;;0;;0;;Gruene.Euskirchen.Rhein.Erft.Kreis.II;page;1
2673;1;;Josef Erwin;;Ilsanker;;1;DIE LINKE;Bayern;;229;;http://www.die-linke-passau.de;;JosefIlsankerDIE.LINKE;;;;;;0;;0;;JosefIlsankerDIE.LINKE;page;1
2674;1;;Jürgen;;Izdebski;;1;AfD;Schleswig-Holstein;;2;;;;IZE.AfD;;;;;;0;;0;;IZE.AfD;page;1
2675;1;;Lukas David;;Jacobs;;1;DIE LINKE;Niedersachsen;;52;;;;lukasjacobs2017;;;;;;0;;0;;lukasjacobs2017;page;1
2676;1;;Denny;;Jankowski;;1;AfD;Thüringen;;191;;;;Denny.Jankowski.AfD;;;;;;0;;0;;Denny.Jankowski.AfD;page;1
2677;1;;Nelson;;Janßen;;1;DIE LINKE;Bremen;;55;;http://www.nelsonjanssen.de/;;nelson.janssen;https://twitter.com/NelsonJanssen;;;;;0;;0;;nelson.janssen;private;0
2678;1;;Bettina;;Jarasch;;2;GRÜNE;Berlin;;78;;;;bettina.jarasch;;;;;;0;;0;;bettina.jarasch;private;0
2679;1;;Valentin Robert;;Jarowoy;;1;DIE LINKE;Hamburg;;19;;;;;;;;;;0;;0;;;no fb;0
2680;1;;Timo;;Jeguschke;;1;FDP;Schleswig-Holstein;9;11;;http://www.timo-jeguschke.de;;timo.jeguschke;https://twitter.com/TimoJeguschke;https://www.instagram.com/timo.jeguschke/;;;;0;;0;;timo.jeguschke;page;1
2681;1;;Reiner Erwin;;Jenkel;;1;DIE LINKE;Nordrhein-Westfalen;;130;;;;rjenkel;;;Reiner Jenkel;;;0;;0;;rjenkel;private;0
2682;1;;Gyde;;Jensen;1989;2;FDP;Schleswig-Holstein;4;;;;;gyde.jensen.33;;;;;;0;;1;0;gyde.jensen.33;private;0
2683;1;;Bruno;;Jöbkes;;1;GRÜNE;Nordrhein-Westfalen;;112;;;;BrunoJoebkes;;;;;;0;;0;;BrunoJoebkes;page;1
2684;1;Dr.;Helmut;;Johach;;1;DIE LINKE;Bayern;;246;;;;;;;;;;0;;0;;;no fb;0
2685;1;;Steffen ;;John;;1;AfD;Brandenburg;;57;;http://www.steffen-john-deutsch.land;;Bundestagswahlen2017;;;;;;0;;0;;Bundestagswahlen2017;page;1
2686;1;;Pierre;;Jung;;1;AfD;Nordrhein-Westfalen;;145;;https://afd-kreis-hamm.de/aktuelles/;;pierre.jung.73;https://twitter.com/PierreJungAfD;;https://www.youtube.com/channel/UCpB7zq7wWc18-egRVl7BnWQ/videos;;;0;;0;;pierre.jung.73;private;0
2687;1;Dr.;Susanna;;Kahlefeld;;2;GRÜNE;Berlin;;82;;;;susanna.kahlefeld;;;;;;0;;0;;susanna.kahlefeld;private;0
2688;1;;Rolf ;;Kahnt;;1;AfD;Hessen;;188;;;;rolf.kahnt.7;;;;;;0;;0;;rolf.kahnt.7;private;0
2689;1;;Ayten;;Kaplan;;2;DIE LINKE;Nordrhein-Westfalen;;120;;;;ayten.kaplan.338;;;;;;0;;0;;ayten.kaplan.338;private;0
2690;1;Dr.;Walter;;Kappmeier;;1;DIE LINKE;Saarland;;299;;;;;;;;;;0;;0;;;no fb;0
2691;1;;Thorsten;;Karge;;1;SPD;Berlin;12;77;;;;ThorstenKargeSPD;;;;;;0;;0;;ThorstenKargeSPD;page;1
2692;1;;Stefan;;Karstens;;1;DIE LINKE;Schleswig-Holstein;;4;;https://www.stefan-karstens.de;;stefan.karstens;https://twitter.com/StefanKarstens;https://www.instagram.com/stefan_karstens/;;https://plus.google.com/+StefanKarstens;;0;;0;;stefan.karstens;private;0
2693;1;;Dieter;;Karzig;;1;DIE LINKE;Nordrhein-Westfalen;;104;;;;dieter.karzig;;;;;;0;;0;;dieter.karzig;private;0
2694;1;;Konstantinos;;Katevas;;1;DIE LINKE;Baden-Württemberg;;263;;;;Kkatevas;;;;;;0;;0;;Kkatevas;page;1
2695;1;;Ralf;;Kauer;;1;GRÜNE;Rheinland-Pfalz;;200;;;;;;;;;;0;;0;;;no fb;0
2696;1;Dr.;Malte ;;Kaufmann;;1;AfD;Baden-Württemberg;;274;;http://www.malte-kaufmann.de/;;kaufmannmalte;https://twitter.com/MalteKaufmann;https://www.instagram.com/malte.kaufmann/;https://www.youtube.com/user/maltekaufmann;https://plus.google.com/+DrMalteKaufmannAfD;"http://alternative-heidelberg.de/dr-malte-kaufmann-direktkandidat-heidelberg-weinheim/; https://www.afd.de/";0;;0;;kaufmannmalte;page;1
2697;1;Prof. Dr.;Michael Heinz;;Kaufmann;;1;AfD;Thüringen;;195;;;;;;;;;;0;;0;;;no fb;0
2698;1;;Jessica;;Kaußen;;2;DIE LINKE;Niedersachsen;;47;;;;Kaussen.LINKE;;;;;;0;;0;;Kaussen.LINKE;private;0
2699;1;;Konrad;;Kelm;;1;DIE LINKE;Niedersachsen;;53;;;;Konrad-Kelm-Bundestagskandidat-G%C3%B6ttingen-WK-53-1012518718885605;;;;;;0;;0;;Konrad-Kelm-Bundestagskandidat-G%C3%B6ttingen-WK-53-1012518718885605;private;0
2700;1;;Andreas ;;Kemper;;1;AfD;Nordrhein-Westfalen;;137;;https://andreas-kemper.de;;;https://twitter.com/arwkemper;;;;;0;;0;;;no fb;0
2701;1;;Volker ;;Kempf;;1;AfD;Baden-Württemberg;;281;;;;volker.kempf.3;;;;;;0;;0;;volker.kempf.3;private;0
2702;1;;Heinz-Dieter;;Kempka;;1;DIE LINKE;Nordrhein-Westfalen;;139;;;;dieter.kempka.1;;;;;;0;;0;;dieter.kempka.1;private;0
2703;1;;Daniel;;Kerekes;;1;DIE LINKE;Nordrhein-Westfalen;;119;;;;daniel.kegevara;;;;;;0;;0;;daniel.kegevara;private;0
2704;1;;Rico;;Kerstan;;1;FDP;Brandenburg;;62;;http://rico-kerstan.de;;RKFDP;;;;;;0;;0;;RKFDP;page;1
2705;1;;Stephanie;;Kespohl;;2;GRÜNE;Thüringen;;189;;;;Stephanie-Kespohl-1108998722542785;;;;;;0;;0;;Stephanie-Kespohl-1108998722542785;private;0
2706;1;;Tilo;;Kießling;;1;DIE LINKE;Sachsen;;160;;http://tilo-kieszling.de;;kieszlingtilo;https://twitter.com/kieszling;;;;;0;;0;;kieszlingtilo;page;1
2707;1;;Memet;;Kilic;;1;GRÜNE;Baden-Württemberg;;277;;;;memet.kilic.9;;;;;;0;;0;;memet.kilic.9;page;1
2708;1;;Alexander;;King;;1;DIE LINKE;Berlin;10;81;;;;alexanderking.ts;;;;;;0;;0;;alexanderking.ts;page;1
2709;1;;Christian;;Kißler;;1;DIE LINKE;Nordrhein-Westfalen;;150;;;;chriss.kissler;;;;;;0;;0;;chriss.kissler;private;0
2710;1;;Olaf;;Klampe;;1;FDP;Schleswig-Holstein;8;7;;https://www.fdp-pinneberg.de;;;;;;;;0;;0;;;no fb;0
2711;1;;Jan David;;Klanke;;1;DIE LINKE;Bayern;;236;;;;;;;;;;0;;0;;;no fb;0
2712;1;Prof. Dr.;Ralf;;Klapdor;;1;FDP;Nordrhein-Westfalen;;112;;http://www.ralf-klapdor.de;;rklapdor;https://twitter.com/rklapdor;;;;;0;;0;;rklapdor;page;1
2713;1;;Harald;;Kleem;;1;GRÜNE;Niedersachsen;;25;;;;kleem.gruene;;;;;;0;;0;;kleem.gruene;page;1
2714;1;;Daniel;;Kleibömer;;1;DIE LINKE;Nordrhein-Westfalen;;141;;;;DanielKleiboemer;;;;;;0;;0;;DanielKleiboemer;page;1
2715;1;;Martin;;Klein;;1;DIE LINKE;Rheinland-Pfalz;;204;;http://www.die-linke-westerwald.de/;;martin.klein.585;;;;;;0;;0;;martin.klein.585;private;0
2716;1;;Sven;;Kleinemeier;;1;DIE LINKE;Nordrhein-Westfalen;;145;;;;svenkleinemeier;;;;;;0;;0;;svenkleinemeier;page;1
2717;1;;Manfred ;;Kleinschwärzer;1986;1;AfD;Bayern;;231;;http://www.afd-straubing.de;http://www.afd-straubing.de/direktkandidat-bundestagswahl/;;;;;;;0;;1;0;;no fb;0
2718;1;Dr.;Herbert Gerd ;;Klever;;1;AfD;Niedersachsen;;42;;;;;;;;;;0;;0;;;no fb;0
2719;1;;Andrea ;;Klingen;;2;AfD;Bayern;;248;;;;100009257878868;;;;;;0;;0;;100009257878868;user;1
2720;1;;Christian Herbert ;;Klingen;;1;AfD;Bayern;;250;;;;AfDklingen;;;;;;0;;0;;AfDklingen;page;1
2721;1;;Eckhard;;Kneisel;;1;GRÜNE;Nordrhein-Westfalen;;145;;;;;;;;;;0;;0;;;no fb;0
2722;1;;Wolfgang;;Knobel;;1;FDP;Niedersachsen;;36;;;;;;;;;;0;;0;;;no fb;0
2723;1;;Sebastian;;Knopf;;1;DIE LINKE;Rheinland-Pfalz;;206;;;;sebastian.knopf1;;;;;;0;;0;;sebastian.knopf1;private;0
